0.099757,0.170654,-0.008540,0.054041,-0.029541,-0.192195
0.097402,0.166626,-0.008343,0.052626,-0.028850,-0.187676
0.094743,0.162080,-0.008122,0.051074,-0.028071,-0.182576
0.091796,0.157042,-0.007877,0.049376,-0.027208,-0.176922
0.088577,0.151540,-0.007610,0.047537,-0.026266,-0.170746
0.085104,0.145605,-0.007322,0.045561,-0.025249,-0.164078
0.081394,0.139265,-0.007015,0.043455,-0.024163,-0.156953
0.077465,0.132554,-0.006691,0.041226,-0.023014,-0.149404
0.073336,0.125501,-0.006350,0.038881,-0.021805,-0.141467
0.069025,0.118141,-0.005994,0.036423,-0.020544,-0.133180
0.064552,0.110506,-0.005625,0.033857,-0.019234,-0.124582
0.059937,0.102629,-0.005244,0.031181,-0.017882,-0.115718
0.055198,0.094544,-0.004853,0.028387,-0.016493,-0.106637
0.050355,0.086285,-0.004453,0.025457,-0.015070,-0.097398
0.045429,0.077885,-0.004045,0.022430,-0.013617,-0.088046
0.040979,0.069376,-0.003651,0.019617,-0.012815,-0.079578
0.036446,0.060793,-0.003247,0.016874,-0.012012,-0.071717
0.031860,0.052168,-0.002835,0.014136,-0.011201,-0.064131
0.027234,0.043534,-0.002417,0.011416,-0.010380,-0.056791
0.022583,0.034921,-0.001994,0.008726,-0.009549,-0.049693
0.017922,0.026362,-0.001569,0.006080,-0.008708,-0.042826
0.013264,0.017886,-0.001143,0.003491,-0.007857,-0.036184
0.008623,0.009523,-0.000718,0.000968,-0.006994,-0.029756
0.004014,0.001299,-0.000296,-0.001477,-0.006120,-0.023533
-0.000549,-0.006757,0.000122,-0.003836,-0.005235,-0.017507
-0.005052,-0.014619,0.000534,-0.006102,-0.004339,-0.011666
-0.009481,-0.022264,0.000937,-0.008267,-0.003433,-0.006000
-0.013822,-0.029667,0.001331,-0.010326,-0.002518,-0.000499
-0.018061,-0.036806,0.001713,-0.012274,-0.001593,0.004848
-0.022185,-0.043662,0.002082,-0.014108,-0.000662,0.010052
-0.026180,-0.050213,0.002437,-0.015825,0.000276,0.015123
-0.030034,-0.056444,0.002776,-0.017424,0.001219,0.020074
-0.033734,-0.062337,0.003098,-0.018903,0.002165,0.024915
-0.037267,-0.067877,0.003401,-0.020264,0.003113,0.029658
-0.040621,-0.073053,0.003686,-0.021506,0.004059,0.034314
-0.043786,-0.077852,0.003950,-0.022631,0.005001,0.038894
-0.046751,-0.082263,0.004194,-0.023642,0.005938,0.043411
-0.049504,-0.086280,0.004417,-0.024541,0.006866,0.047876
-0.052038,-0.089894,0.004619,-0.025332,0.007782,0.052301
-0.054343,-0.093102,0.004798,-0.026017,0.008684,0.056696
-0.056411,-0.095898,0.004956,-0.026600,0.009568,0.061074
-0.058235,-0.098282,0.005093,-0.027087,0.010431,0.065445
-0.059809,-0.100252,0.005207,-0.027480,0.011270,0.069821
-0.061128,-0.101809,0.005300,-0.027785,0.012082,0.074211
-0.062187,-0.102957,0.005373,-0.028006,0.012864,0.078628
-0.062984,-0.103698,0.005424,-0.028147,0.013613,0.083080
-0.063516,-0.104039,0.005456,-0.028213,0.014325,0.087577
-0.063783,-0.103985,0.005468,-0.028207,0.014998,0.092127
-0.063824,-0.103545,0.005459,-0.028113,0.015631,0.096379
-0.063634,-0.102727,0.005429,-0.027927,0.016196,0.100199
-0.063219,-0.101543,0.005380,-0.027649,0.016695,0.103581
-0.062585,-0.100003,0.005312,-0.027284,0.017126,0.106523
-0.061738,-0.098120,0.005225,-0.026833,0.017488,0.109022
-0.060686,-0.095908,0.005121,-0.026302,0.017783,0.111078
-0.059436,-0.093380,0.005000,-0.025692,0.018011,0.112692
-0.057997,-0.090553,0.004862,-0.025009,0.018171,0.113868
-0.056378,-0.087441,0.004709,-0.024255,0.018266,0.114611
-0.054589,-0.084063,0.004542,-0.023434,0.018296,0.114925
-0.052638,-0.080435,0.004361,-0.022552,0.018262,0.114819
-0.050537,-0.076574,0.004169,-0.021611,0.018166,0.114302
-0.048296,-0.072501,0.003965,-0.020617,0.018009,0.113382
-0.045926,-0.068232,0.003750,-0.019575,0.017793,0.112073
-0.043437,-0.063788,0.003527,-0.018489,0.017520,0.110384
-0.040842,-0.059188,0.003296,-0.017369,0.017192,0.108329
-0.038152,-0.054451,0.003059,-0.016228,0.016812,0.105916
-0.035378,-0.049597,0.002815,-0.015092,0.016380,0.103148
-0.032533,-0.044646,0.002567,-0.013993,0.015898,0.100029
-0.029627,-0.039617,0.002316,-0.012924,0.015369,0.096585
-0.026672,-0.034530,0.002063,-0.011845,0.014794,0.092865
-0.023680,-0.029405,0.001809,-0.010733,0.014177,0.088902
-0.020663,-0.024259,0.001554,-0.009591,0.013522,0.084717
-0.017632,-0.019113,0.001301,-0.008425,0.012832,0.080326
-0.014598,-0.013984,0.001050,-0.007243,0.012110,0.075746
-0.011571,-0.008891,0.000801,-0.006051,0.011360,0.070996
-0.008564,-0.003851,0.000557,-0.004855,0.010585,0.066094
-0.005586,0.001119,0.000318,-0.003660,0.009789,0.061058
-0.002647,0.006002,0.000085,-0.002470,0.008975,0.055910
0.000243,0.010784,-0.000142,-0.001291,0.008147,0.050667
0.003074,0.015447,-0.000361,-0.000126,0.007307,0.045351
0.005837,0.019980,-0.000573,0.001022,0.006459,0.039980
